Candidate ID,GitHub Profile,GitHub Projects,Python Skill Score,Java Skill Score,SQL Skill Score,R Skill Score,Machine Learning Skill Score,HTML Skill Score,CSS Skill Score,JavaScript Skill Score,Technical Test Score
558,Yes,4,2,1,7,1,4,10,1,2,7
559,No,0,2,2,1,2,4,1,9,1,9
560,No,0,4,3,8,3,1,9,5,2,10
561,Yes,12,3,6,4,6,1,10,4,3,2
562,No,0,1,8,7,3,1,3,3,2,1
563,No,0,1,1,5,8,6,6,9,7,3
564,Yes,10,7,8,3,3,4,8,10,6,4
565,No,0,4,7,3,9,7,7,1,7,3
566,Yes,14,6,6,3,5,9,5,8,6,6
567,No,0,10,2,5,6,6,7,7,7,8
568,No,0,5,1,7,5,3,5,8,8,9
569,No,0,8,4,1,9,2,10,10,9,6
570,Yes,15,10,7,9,9,10,4,7,3,9
571,Yes,8,5,7,1,7,5,7,6,4,10
572,Yes,37,2,1,6,1,10,1,9,6,2
573,Yes,23,4,2,5,6,3,6,5,3,5
574,No,0,2,9,10,9,8,10,1,2,1
575,Yes,6,2,8,3,7,8,10,7,2,6
576,Yes,14,7,3,5,7,9,4,8,6,4
577,No,0,3,9,1,2,8,5,3,1,4
578,Yes,11,8,9,9,7,9,2,7,7,5
579,Yes,50,9,6,9,1,8,2,2,9,8
580,No,0,6,4,8,10,10,7,10,10,4
581,Yes,23,6,4,6,8,2,4,1,8,9
582,No,0,10,3,6,10,6,1,6,3,1
583,Yes,26,4,4,6,1,9,9,10,8,1
584,No,0,3,3,9,4,5,1,2,6,1
585,No,0,4,8,3,1,8,3,9,4,5
586,No,0,7,9,6,3,9,9,4,2,9
587,No,0,7,8,7,3,10,1,4,7,3
588,No,0,6,10,8,4,2,2,9,2,8
589,Yes,50,9,5,10,2,4,2,8,5,3
590,No,0,4,4,3,9,2,10,9,7,9
591,Yes,14,3,7,4,6,3,10,8,5,10
592,No,0,6,3,10,9,2,2,9,8,6
593,Yes,50,8,9,1,2,1,6,9,9,3
594,No,0,5,10,1,1,6,10,8,3,10
595,No,0,5,1,5,7,7,1,10,2,9
596,Yes,42,4,5,7,9,7,10,2,10,5
597,Yes,16,2,4,3,1,7,3,10,1,6
598,No,0,6,7,5,5,2,9,2,1,7
599,No,0,8,9,4,5,2,4,9,3,7
600,No,0,10,6,3,2,1,9,6,9,8
601,Yes,48,5,7,3,8,8,10,7,7,3
602,No,0,4,7,8,8,3,7,1,3,4
603,No,0,1,6,4,5,1,5,8,8,9
604,No,0,9,3,4,2,1,4,6,1,10
605,No,0,10,10,4,4,2,7,2,2,1
606,Yes,44,10,4,8,4,3,10,8,3,10
607,Yes,8,1,1,9,7,4,5,5,8,5
608,Yes,6,6,3,4,2,9,2,2,2,8
609,Yes,22,7,7,9,3,9,1,5,9,6
610,Yes,44,4,9,2,1,2,9,8,5,10
611,No,0,5,1,3,4,6,7,1,6,9
612,Yes,19,5,4,1,8,3,10,10,5,6
613,Yes,10,7,4,7,3,8,3,4,9,10
614,Yes,26,10,9,5,9,5,9,4,4,6
615,Yes,26,7,3,2,4,4,5,4,3,9
616,Yes,21,10,10,1,4,6,8,10,9,6
617,No,0,9,6,2,6,8,9,9,3,9
618,Yes,44,9,9,5,1,6,9,9,4,8
619,No,0,3,9,8,9,5,9,5,4,9
620,No,0,10,10,4,7,2,5,8,1,6
621,No,0,2,10,4,4,4,3,7,3,1
622,No,0,5,8,6,1,6,10,9,8,3
623,No,0,3,10,4,6,3,1,10,6,3
624,Yes,38,4,8,1,5,1,6,8,5,6
625,Yes,40,8,5,9,8,9,1,7,9,1
626,No,0,5,3,3,9,1,5,6,2,3
627,No,0,3,8,1,8,5,10,3,5,4
628,No,0,2,6,7,1,4,9,3,9,3
629,Yes,20,3,3,10,4,1,6,10,5,6
630,Yes,27,5,9,7,10,5,7,2,4,9
631,No,0,9,7,9,5,4,3,7,6,9
632,Yes,22,3,9,5,5,3,10,1,1,9
633,No,0,10,6,9,3,5,2,8,8,6
634,No,0,3,8,4,4,3,5,5,2,3
635,Yes,46,8,4,9,6,1,1,8,5,6
636,Yes,24,6,3,7,7,4,9,9,5,5
637,Yes,46,7,8,10,9,9,6,5,4,5
638,Yes,3,8,8,9,1,6,10,1,1,10
639,No,0,10,5,8,3,5,9,6,2,3
640,No,0,6,9,10,8,1,5,8,6,6
641,Yes,42,3,7,8,3,7,4,4,1,3
642,Yes,20,9,10,10,2,9,9,7,4,4
643,Yes,21,8,6,5,3,1,7,2,6,5
644,No,0,1,2,3,2,9,9,6,9,7
645,No,0,6,3,7,10,2,4,5,10,1
646,No,0,6,8,8,7,5,5,7,9,9
647,No,0,7,3,4,7,7,6,4,1,9
648,No,0,3,10,9,6,2,2,7,7,9
649,No,0,9,1,9,5,8,10,3,6,8
650,No,0,4,10,8,3,6,6,2,2,8
651,Yes,21,5,10,6,10,2,5,6,3,10
652,No,0,2,4,4,7,5,5,4,1,4
653,Yes,22,5,6,7,9,2,3,6,9,5
654,No,0,7,2,4,10,6,6,9,3,8
655,Yes,1,9,5,9,2,6,6,4,2,7
656,No,0,3,9,5,5,7,1,3,8,4
657,Yes,39,5,3,7,4,3,9,8,2,1
658,No,0,8,6,2,8,3,7,5,6,8
659,Yes,14,8,1,8,3,3,2,10,5,10
660,Yes,40,3,6,9,4,7,3,4,5,10
661,Yes,28,2,10,7,4,3,10,4,5,5
662,Yes,47,3,3,6,6,2,4,6,10,5
663,No,0,5,8,3,6,8,7,1,7,8
664,No,0,7,4,3,2,10,4,6,7,5
665,No,0,2,5,2,2,9,1,9,4,3
666,No,0,2,3,2,6,7,8,4,8,8
667,Yes,45,2,2,8,3,2,4,10,10,10
668,Yes,12,3,6,10,8,5,9,7,9,8
669,Yes,36,7,9,8,4,10,6,8,10,6
670,No,0,3,1,8,10,3,8,5,7,8
671,No,0,6,10,7,3,2,7,3,1,5
672,Yes,3,6,7,8,4,5,2,7,10,9
673,No,0,1,5,8,9,8,2,8,6,7
674,No,0,5,5,7,3,6,6,1,10,5
675,No,0,3,2,2,6,9,3,2,10,6
676,No,0,10,7,9,3,8,8,7,8,3
677,No,0,6,9,10,1,2,10,2,9,10
678,No,0,2,2,3,4,4,3,6,7,1
679,No,0,1,9,3,8,8,4,10,5,7
680,No,0,10,8,8,3,4,10,8,10,9
681,Yes,28,7,2,4,2,1,1,8,7,2
682,No,0,10,7,2,3,10,9,8,2,8
683,No,0,10,4,1,9,7,2,2,2,9
684,Yes,37,8,1,8,6,7,8,5,10,8
685,No,0,10,3,10,7,8,1,4,4,4
686,No,0,10,1,9,9,6,3,8,4,6
687,No,0,5,4,3,9,5,3,3,6,10
688,No,0,5,2,5,7,5,6,1,7,1
689,Yes,42,6,3,6,5,10,7,3,1,8
690,No,0,5,9,5,10,7,9,1,2,3
691,No,0,2,8,4,3,9,1,2,9,4
692,Yes,1,4,1,5,10,2,5,4,3,1
693,No,0,9,10,10,7,1,10,9,2,3
694,No,0,6,6,2,7,6,4,6,7,10
695,Yes,14,2,9,4,9,9,10,10,5,5
696,No,0,10,6,1,9,5,3,4,3,2
697,Yes,26,7,6,10,2,9,1,1,3,10
698,No,0,7,10,4,5,8,7,7,7,5
699,No,0,9,4,3,9,5,5,6,8,2
700,No,0,7,7,2,7,10,6,1,2,3
701,No,0,10,9,1,1,6,9,2,3,3
702,Yes,1,8,2,10,9,4,4,1,4,7
703,No,0,2,2,3,1,4,6,9,4,2
704,Yes,5,4,3,10,6,1,3,6,9,5
705,No,0,8,8,3,3,1,3,6,3,9
706,No,0,8,3,1,8,2,10,7,3,3
707,No,0,5,5,7,9,6,5,2,3,2
708,No,0,2,9,10,10,10,5,6,6,10
709,Yes,8,9,4,3,4,9,5,4,4,9
710,Yes,14,5,7,1,9,1,7,2,2,6
711,Yes,31,8,1,3,3,10,6,7,6,2
712,Yes,10,10,6,2,3,9,2,10,8,5
713,No,0,10,9,5,9,8,2,7,2,4
714,No,0,3,2,10,9,2,8,7,4,7
715,Yes,30,1,2,8,3,7,9,2,7,3
716,No,0,5,2,5,1,9,4,1,1,3
717,No,0,7,10,6,10,3,1,7,6,3
718,No,0,1,10,10,9,7,3,4,2,7
719,No,0,6,3,10,10,3,1,7,7,3
720,Yes,4,4,10,10,7,8,10,7,9,3
721,No,0,5,4,2,3,5,6,1,9,10
722,No,0,8,8,6,10,1,8,9,2,5
723,No,0,9,4,6,5,8,10,3,8,5
724,No,0,5,1,10,6,3,9,2,8,3
725,No,0,1,8,1,3,3,9,7,7,5
726,No,0,9,2,6,1,2,5,1,9,5
727,No,0,9,2,2,9,10,10,5,2,8
728,No,0,4,8,6,3,10,7,8,9,6
729,Yes,19,1,3,10,1,1,7,4,3,1
730,Yes,8,8,9,10,3,6,7,5,1,5
731,No,0,5,8,1,10,6,10,2,1,5
732,Yes,7,7,4,9,4,9,3,1,8,3
733,No,0,9,1,4,1,8,9,5,5,1
734,Yes,8,8,8,3,6,10,10,1,6,5
735,No,0,8,4,3,4,10,3,7,5,3
736,Yes,12,7,10,7,6,5,3,4,9,3
737,Yes,40,8,9,9,9,7,7,3,3,7
738,Yes,9,5,5,10,9,8,2,4,5,2
739,Yes,2,4,3,8,5,8,8,9,5,2
740,Yes,49,8,7,10,8,3,3,2,9,1
741,Yes,21,9,6,4,5,9,8,2,6,5
742,No,0,5,6,2,9,3,2,5,7,9
743,Yes,41,5,10,9,6,6,2,1,9,6
744,No,0,6,9,3,6,2,3,3,7,9
745,Yes,41,4,4,7,10,6,4,1,7,10
746,Yes,17,6,9,5,3,5,6,9,6,2
747,Yes,29,6,3,3,1,9,10,5,8,3
748,Yes,18,7,1,5,1,2,8,1,9,8
749,No,0,9,4,7,2,2,4,4,3,9
750,No,0,9,6,4,8,4,8,1,1,6
751,No,0,6,1,10,10,10,4,6,4,10
752,No,0,8,10,6,4,1,4,7,10,1
753,No,0,6,2,3,2,10,5,9,7,5
754,Yes,29,7,2,2,9,6,4,8,9,3
755,Yes,45,6,3,2,8,6,5,4,6,8
756,No,0,1,6,9,2,7,2,1,6,6
757,No,0,7,5,7,5,10,9,7,7,7
758,Yes,50,7,8,9,7,8,1,8,3,3
759,No,0,9,6,1,9,9,7,3,2,10
760,No,0,7,7,10,7,7,7,9,3,1
761,Yes,30,2,5,5,4,1,4,5,5,7
762,Yes,22,9,9,2,9,4,9,5,1,9
763,Yes,28,5,9,1,1,2,2,6,9,8
764,No,0,4,6,8,3,4,4,5,3,9
765,Yes,29,4,7,4,5,1,10,6,9,1
766,No,0,4,6,5,4,9,3,10,3,9
767,Yes,11,8,5,6,8,3,7,6,5,6
768,No,0,5,9,1,4,7,7,1,4,5
769,Yes,10,2,7,5,4,7,10,5,5,1
770,No,0,8,9,3,9,8,7,10,10,8
771,No,0,9,8,8,2,3,3,2,10,10
772,No,0,8,3,7,8,10,3,5,5,9
773,Yes,2,4,8,2,10,4,5,3,2,7
774,No,0,7,2,1,3,8,8,8,3,3
775,No,0,5,4,5,9,7,1,10,6,5
776,Yes,26,2,1,5,4,3,8,1,10,1
777,Yes,48,3,7,4,4,6,7,1,9,5
778,No,0,3,6,3,9,7,9,9,3,5
779,No,0,2,1,10,4,1,6,4,8,4
780,Yes,25,4,5,8,5,1,2,10,2,1
781,No,0,2,8,5,1,8,3,9,8,6
782,No,0,10,4,6,6,8,2,4,7,6
783,Yes,29,6,7,8,2,6,3,9,7,9
784,No,0,8,8,7,4,6,8,7,4,5
785,No,0,7,1,4,1,10,4,9,10,10
786,No,0,8,3,3,7,5,8,10,9,3
787,No,0,7,3,4,9,10,4,9,7,6
788,No,0,1,5,9,9,3,1,3,3,9
789,No,0,9,6,2,5,9,6,1,4,6
790,Yes,13,3,3,6,6,10,6,1,8,7
791,No,0,3,2,5,1,10,10,2,4,7
792,Yes,42,4,3,10,7,3,6,10,7,5
793,Yes,9,5,8,4,1,3,4,2,3,8
794,No,0,2,5,6,3,9,7,6,3,10
795,No,0,2,4,8,6,4,6,1,10,10
796,No,0,3,6,3,7,5,2,3,8,10
797,No,0,7,10,10,8,2,4,10,2,7
798,No,0,8,6,3,2,5,10,8,10,8
799,No,0,1,5,10,3,5,1,2,1,10
800,Yes,1,4,10,10,4,2,10,6,8,5
801,No,0,5,9,9,5,6,2,8,5,6
802,Yes,21,1,1,3,3,2,4,3,1,4
803,No,0,9,6,2,5,9,9,1,7,9
804,Yes,50,2,3,2,3,3,10,2,7,2
805,Yes,39,4,10,1,8,7,5,10,4,4
806,Yes,8,6,10,5,9,7,9,1,6,3
807,No,0,6,10,10,7,7,10,2,4,4
808,Yes,43,3,7,2,7,2,1,9,2,4
809,Yes,45,7,6,3,9,2,1,10,1,8
810,No,0,5,4,9,9,1,9,1,2,9
811,No,0,3,2,3,6,1,5,6,4,7
812,Yes,20,9,9,8,8,10,2,7,9,6
813,Yes,42,5,5,1,9,3,4,3,7,10
814,Yes,26,3,4,8,9,5,3,1,10,3
815,No,0,1,7,1,1,1,10,9,6,3
816,No,0,9,5,9,4,10,5,2,10,2
817,Yes,36,1,8,6,9,6,5,10,8,7
818,No,0,1,4,3,9,7,5,1,7,7
819,No,0,2,3,5,5,10,8,9,5,6
820,No,0,5,9,8,8,3,7,1,2,3
821,No,0,2,2,4,4,2,9,5,4,9
822,No,0,10,2,5,5,10,8,7,7,8
823,No,0,2,10,5,5,4,5,8,6,4
824,No,0,8,1,5,4,7,8,2,2,7
825,No,0,5,5,8,3,8,4,5,10,8
826,Yes,40,2,10,8,6,3,6,8,8,1
827,No,0,3,1,8,10,3,9,2,5,6
828,No,0,4,1,7,1,10,3,2,7,3
829,No,0,10,2,5,4,8,3,7,2,7
830,No,0,10,3,5,8,5,9,9,3,2
831,Yes,41,8,7,1,3,9,7,7,9,6
832,No,0,8,7,3,7,7,6,9,10,1
833,No,0,1,3,7,4,7,9,7,9,8
834,Yes,21,8,10,8,5,6,7,5,10,2
835,No,0,5,9,3,7,8,3,3,4,2
836,No,0,2,4,7,7,8,10,2,3,1
837,No,0,3,5,2,9,1,1,10,6,10
838,Yes,21,10,10,3,9,5,5,9,1,6
839,No,0,3,2,9,9,10,2,5,5,4
840,Yes,48,1,8,10,3,8,1,2,9,5
841,No,0,6,6,9,10,7,6,5,9,6
842,No,0,10,10,9,10,7,2,7,8,2
843,No,0,8,8,8,1,5,3,5,6,2
844,No,0,9,10,6,7,8,10,6,1,8
845,No,0,10,10,6,7,1,3,7,3,7
846,No,0,7,10,2,1,9,2,4,1,9
847,No,0,9,6,8,1,4,6,10,8,1
848,No,0,1,7,8,3,6,10,5,2,7
849,No,0,9,10,7,2,3,3,7,3,7
850,No,0,4,10,3,8,4,7,2,2,3
851,No,0,2,5,4,9,9,10,2,3,2
852,No,0,7,3,8,6,5,6,8,4,8
853,Yes,29,3,9,4,10,9,9,10,2,8
854,Yes,12,4,5,1,8,7,6,2,9,5
855,Yes,10,2,8,7,10,4,9,8,10,6
856,Yes,4,6,1,2,8,1,10,4,8,3
857,No,0,8,8,10,6,3,2,10,8,9
858,No,0,8,3,4,5,2,5,3,10,9
859,No,0,2,1,4,2,4,5,8,8,3
860,No,0,4,8,5,3,2,4,7,2,6
861,Yes,6,9,9,2,10,3,3,5,9,4
862,Yes,26,6,5,1,9,6,8,8,1,9
863,Yes,42,4,8,4,1,4,7,4,3,6
864,No,0,3,2,10,4,8,7,10,2,5
865,No,0,4,1,4,8,5,1,1,2,4
866,No,0,3,9,8,5,10,10,9,6,1
867,Yes,17,9,7,10,1,6,3,6,6,6
868,No,0,6,2,9,10,7,1,2,6,9
869,Yes,30,7,8,9,8,8,10,9,1,2
870,No,0,2,9,9,3,5,6,6,9,5
871,No,0,5,1,9,6,7,8,6,2,1
872,Yes,32,5,8,7,8,1,5,6,1,4
873,No,0,5,3,3,4,7,6,1,10,9
874,No,0,9,6,4,10,8,8,2,7,1
875,No,0,4,8,2,9,7,6,10,8,9
876,No,0,8,6,8,2,5,6,4,7,9
877,No,0,3,6,2,10,3,1,9,3,10
878,No,0,5,3,3,6,4,10,10,6,2
879,No,0,5,3,4,7,7,1,9,6,8
880,Yes,37,7,1,2,10,2,10,5,2,3
881,No,0,3,4,6,7,2,7,1,7,2
882,Yes,22,5,1,6,4,4,2,4,7,3
883,No,0,3,8,5,3,2,7,5,2,5
884,No,0,4,7,6,8,1,2,2,8,9
885,Yes,35,2,1,9,5,10,10,2,2,6
886,No,0,1,8,5,9,10,7,9,8,2
887,Yes,47,7,2,10,10,3,6,8,9,2
888,No,0,2,4,7,4,3,9,2,4,1
889,No,0,5,10,5,3,5,8,8,3,6
890,Yes,41,7,9,5,10,7,4,9,4,2
891,Yes,18,9,4,6,5,4,5,10,2,9
892,No,0,10,4,10,8,6,7,2,5,7
893,No,0,1,5,9,2,3,3,5,2,4
894,No,0,7,7,5,2,6,3,7,9,9
895,No,0,5,5,7,10,1,9,6,5,6
896,Yes,1,8,4,1,9,10,10,9,7,4
897,Yes,3,4,10,9,6,7,7,8,8,1
898,Yes,16,6,3,10,10,9,6,8,4,8
899,No,0,10,2,1,5,2,8,3,8,9
900,No,0,7,7,8,1,7,9,1,6,9
901,Yes,23,6,9,10,3,6,4,3,6,3
902,Yes,11,8,7,9,9,6,6,2,6,7
903,No,0,8,8,4,1,8,1,10,7,8
904,No,0,9,2,4,10,9,6,7,9,6
905,No,0,3,4,2,8,7,5,9,3,3
906,No,0,2,5,10,6,6,7,5,9,4
907,Yes,14,7,4,3,4,4,2,5,3,5
908,No,0,4,2,1,10,10,1,9,10,9
909,Yes,43,4,7,4,10,6,6,7,2,8
910,No,0,3,5,8,4,2,6,6,1,8
911,No,0,6,8,5,10,10,10,8,9,6
912,Yes,49,1,4,1,5,8,3,4,4,3
913,Yes,43,9,3,1,2,4,2,8,4,7
914,Yes,14,3,9,8,3,4,9,4,5,7
915,Yes,20,10,6,5,4,1,5,1,8,5
916,Yes,14,10,8,2,6,9,1,10,8,4
917,No,0,10,1,6,9,1,8,4,2,9
918,Yes,47,9,1,4,6,3,2,8,8,8
919,Yes,48,6,2,5,5,9,3,7,9,6
920,Yes,41,7,10,7,7,3,6,5,6,4
921,No,0,5,1,1,6,3,8,8,8,2
922,Yes,12,4,5,1,7,2,5,7,5,8
923,No,0,2,6,10,6,7,1,8,4,1
924,No,0,9,8,3,6,7,7,9,2,4
925,Yes,34,6,3,10,8,2,6,2,10,2
926,Yes,20,9,7,10,4,5,8,8,5,7
927,No,0,1,8,5,9,3,3,9,6,2
928,No,0,2,8,2,4,7,5,9,8,8
929,No,0,1,2,4,2,4,6,2,2,8
930,Yes,48,8,6,10,1,10,7,9,10,9
931,No,0,8,2,6,2,10,3,10,1,8
932,No,0,1,7,7,4,10,2,9,7,6
933,No,0,6,6,10,3,3,3,3,8,10
934,No,0,1,6,5,6,1,5,10,2,2
935,No,0,7,1,6,1,9,5,1,2,10
936,No,0,4,7,2,10,6,8,9,4,10
937,No,0,6,10,8,4,10,8,9,6,5
938,No,0,5,3,10,10,5,5,2,5,7
939,Yes,18,10,7,7,1,3,6,3,4,7
940,No,0,2,5,2,6,6,1,9,9,7
941,Yes,33,7,7,7,6,10,7,5,1,4
942,Yes,24,3,6,2,6,3,9,10,3,1
943,Yes,45,8,8,4,2,3,4,1,8,4
944,No,0,2,5,2,7,1,5,1,1,10
945,No,0,9,9,5,1,8,6,9,1,5
946,No,0,9,9,3,1,8,4,6,5,2
947,Yes,46,10,7,2,4,4,5,4,1,9
948,Yes,47,1,10,6,4,2,4,4,2,6
949,No,0,8,10,10,6,9,2,10,5,4
950,No,0,10,3,7,7,6,9,9,2,6
951,No,0,7,5,5,2,4,10,7,7,2
952,No,0,6,10,5,10,4,8,2,4,10
953,No,0,6,10,5,9,1,4,8,7,9
954,Yes,40,5,1,8,1,7,8,1,3,4
955,Yes,5,4,10,5,7,5,2,5,5,3
956,No,0,9,5,10,2,4,5,7,6,2
957,Yes,18,2,6,4,4,9,1,9,10,1
958,No,0,5,4,10,9,7,4,8,9,8
959,Yes,25,3,6,10,9,4,3,2,8,5
960,No,0,7,7,5,7,10,2,10,5,6
961,Yes,46,5,9,10,4,3,6,4,9,10
962,Yes,21,7,7,6,4,2,1,9,9,3
963,No,0,8,9,5,7,1,7,8,10,4
964,Yes,18,3,1,4,1,9,2,8,6,10
965,Yes,15,2,4,3,6,6,10,2,10,7
966,No,0,1,2,8,9,10,10,2,9,10
967,No,0,6,2,7,5,10,3,10,2,10
968,No,0,8,1,5,6,1,5,9,3,1
969,Yes,48,8,4,3,9,9,10,8,4,10
970,No,0,5,9,1,6,10,5,2,10,7
971,No,0,2,8,7,5,10,9,6,5,7
972,No,0,2,9,4,4,3,4,8,3,1
973,No,0,10,2,7,5,4,5,9,8,7
974,Yes,15,7,7,9,4,9,4,1,2,5
975,Yes,49,10,4,2,4,10,3,10,3,4
976,Yes,37,6,6,6,1,7,1,2,2,2
977,Yes,36,2,4,4,4,3,1,1,1,4
978,No,0,9,6,8,4,6,6,8,3,4
979,No,0,4,3,10,1,9,4,5,7,10
980,Yes,36,5,6,2,7,8,8,3,3,6
981,Yes,13,4,4,5,9,5,7,10,1,7
982,No,0,4,7,9,3,6,7,4,4,7
983,Yes,33,9,7,7,5,1,5,10,7,4
984,No,0,10,7,1,7,7,2,2,10,8
985,Yes,5,5,8,2,7,5,8,1,4,2
986,No,0,2,9,5,7,1,8,4,5,7
987,Yes,16,3,1,9,7,5,3,8,8,8
988,No,0,5,10,7,3,9,2,4,7,2
989,No,0,2,7,9,10,3,2,8,3,9
990,Yes,23,4,9,8,6,9,8,2,9,5
991,Yes,34,10,2,3,5,1,1,8,7,9
992,Yes,17,9,3,2,4,7,1,1,10,7
993,Yes,24,2,8,4,8,6,1,9,7,2
994,No,0,3,5,1,3,4,4,9,2,4
995,No,0,5,3,10,1,8,2,6,7,9
996,No,0,7,7,5,1,6,1,9,2,3
997,Yes,31,6,9,3,5,10,8,9,10,6
998,Yes,13,2,9,1,9,8,3,10,10,8
999,No,0,4,1,1,7,5,1,3,2,4
1000,No,0,10,5,10,3,4,5,3,9,4
1001,Yes,27,1,6,7,10,10,2,8,10,3
1002,Yes,38,2,7,1,10,10,8,9,6,3
1003,No,0,4,3,9,9,6,2,4,2,6
1004,Yes,41,7,4,4,10,1,7,4,1,10
1005,No,0,1,6,5,9,9,8,5,1,3
1006,No,0,2,8,4,5,5,5,1,6,5
1007,No,0,6,8,6,5,4,3,3,2,10
1008,No,0,5,9,8,7,8,4,7,10,3
1009,No,0,9,7,5,7,3,2,1,8,1
1010,Yes,28,4,1,1,8,5,4,4,9,10
1011,No,0,7,6,5,10,5,8,7,4,4
1012,No,0,10,8,3,8,2,6,3,3,6
1013,Yes,13,8,9,3,2,3,7,5,6,3
1014,Yes,27,3,6,8,2,3,3,6,1,6
1015,No,0,10,8,6,1,3,9,3,7,4
1016,Yes,8,1,4,9,9,9,7,9,3,3
1017,No,0,3,9,8,5,7,1,6,5,6
1018,No,0,1,2,7,2,10,10,5,9,8
1019,No,0,7,3,5,4,3,5,9,1,6
1020,No,0,2,7,9,1,2,6,3,9,6
1021,No,0,10,9,5,9,1,3,8,10,10
1022,Yes,45,6,7,1,10,2,8,6,2,2
1023,Yes,32,3,9,7,4,7,4,4,6,9
1024,Yes,17,6,3,4,4,4,4,7,10,7
1025,No,0,1,9,1,7,8,5,6,6,6
1026,Yes,9,4,4,1,1,1,10,5,3,8
1027,Yes,2,6,8,6,8,2,7,2,6,3
1028,Yes,12,8,1,9,10,9,1,4,6,5
1029,No,0,2,5,8,2,9,8,5,6,6
1030,Yes,29,9,6,10,3,5,3,3,7,1
1031,Yes,26,2,9,7,2,4,1,5,4,4
1032,Yes,13,10,9,3,2,10,8,3,8,1
1033,No,0,9,1,10,1,8,7,6,1,1
1034,No,0,3,7,6,2,1,5,7,3,5
1035,No,0,5,6,4,4,6,9,9,2,10
1036,Yes,33,7,2,10,3,9,4,8,1,6
1037,Yes,41,5,1,1,7,10,5,9,9,6
1038,Yes,22,7,9,6,8,1,8,4,6,9
1039,No,0,8,7,4,8,5,5,2,3,6
1040,No,0,2,6,8,9,2,1,4,2,4
1041,No,0,6,8,10,10,8,3,7,8,9
1042,Yes,45,9,9,6,5,10,1,3,1,2
1043,Yes,20,2,2,3,8,10,3,9,6,10
1044,Yes,19,3,10,4,7,7,5,10,2,1
1045,No,0,5,3,8,7,5,4,7,4,6
1046,No,0,10,1,9,2,6,6,3,9,8
1047,No,0,5,9,6,7,7,6,5,10,1
1048,Yes,23,10,7,2,4,7,3,9,5,2
1049,Yes,3,3,3,4,10,6,2,6,7,7
1050,No,0,5,6,9,1,3,4,1,4,8
1051,No,0,1,10,7,8,8,4,1,9,3
1052,Yes,1,7,8,1,8,9,10,9,5,5
1053,Yes,29,3,8,4,1,3,1,2,10,4
1054,No,0,7,2,9,5,3,3,1,8,1
1055,No,0,8,2,9,7,8,9,2,7,5
1056,Yes,27,10,1,10,1,4,1,1,5,2
1057,No,0,9,4,3,7,2,5,2,10,5
1058,Yes,16,1,6,2,1,6,10,7,10,6
1059,No,0,4,2,4,7,9,10,6,6,6
1060,No,0,8,9,3,4,4,8,7,10,9
1061,Yes,32,9,1,3,3,3,2,10,7,9
1062,No,0,2,6,7,7,1,5,2,5,3
1063,No,0,7,8,3,7,1,2,3,2,6
1064,No,0,7,7,9,2,1,4,8,6,7
1065,Yes,40,7,10,1,4,7,6,5,1,8
1066,Yes,39,4,10,7,10,10,8,6,8,5
1067,No,0,10,7,2,8,10,10,5,10,3
1068,No,0,5,7,2,1,6,10,6,5,2
1069,No,0,8,5,1,8,8,8,3,8,8
1070,Yes,27,6,3,4,6,4,3,6,4,3
1071,Yes,17,9,5,3,6,9,10,10,10,9
1072,No,0,7,3,8,9,10,2,6,4,5
1073,Yes,38,9,9,5,10,9,9,6,3,4
1074,Yes,5,4,5,1,2,6,5,3,6,3
1075,No,0,4,2,9,5,7,4,1,6,5
1076,No,0,5,10,7,4,9,5,6,6,6
1077,No,0,6,7,9,2,7,10,3,1,1
1078,Yes,24,7,6,7,4,3,5,6,8,9
1079,Yes,20,3,7,8,10,1,4,6,1,8
1080,No,0,2,10,9,10,6,4,9,3,3
1081,No,0,6,9,3,8,2,5,3,1,7
1082,No,0,1,8,9,6,9,2,5,1,9
1083,No,0,3,5,2,3,10,10,5,2,8
1084,Yes,26,8,5,5,9,4,8,1,8,4
1085,No,0,10,10,3,5,4,3,3,1,4
1086,Yes,37,7,2,10,8,8,2,8,1,7
1087,No,0,1,5,1,2,10,2,1,3,10
1088,Yes,18,9,9,7,2,4,10,1,5,6
1089,No,0,8,6,6,9,9,10,10,6,8
1090,No,0,9,1,2,8,3,10,5,5,2
1091,No,0,8,8,10,1,2,1,3,6,10
1092,No,0,2,5,8,9,6,7,7,8,5
1093,No,0,10,6,5,7,3,2,3,1,5
1094,No,0,1,2,9,10,10,6,7,10,6
1095,No,0,5,9,1,3,9,7,6,3,3
1096,Yes,35,5,10,10,6,8,6,10,9,9
1097,No,0,3,10,2,7,1,1,9,2,4
1098,No,0,9,4,1,9,3,7,6,1,8
1099,No,0,5,8,3,5,6,10,5,9,9
1100,No,0,4,2,9,2,3,10,10,8,7
1101,Yes,28,4,3,10,3,4,7,4,6,7
1102,Yes,22,5,5,1,7,9,8,10,3,3
1103,Yes,33,6,5,6,2,2,4,8,4,2
1104,No,0,6,6,8,5,2,7,4,2,5
1105,No,0,1,10,5,9,5,6,1,6,3
1106,Yes,24,8,2,10,1,3,5,3,3,1
1107,No,0,2,7,5,10,8,7,7,4,9
1108,No,0,1,7,3,1,6,1,3,8,6
1109,No,0,10,10,7,2,4,3,8,2,10
1110,No,0,9,7,7,10,3,8,1,4,4
1111,Yes,47,1,9,1,9,4,1,8,10,1
1112,Yes,26,10,2,9,10,3,6,1,3,8
