Candidate ID,Age,Gender,Position Applied For,Years of Experience,Education Level,Graduated from Elite College,Different Location,LinkedIn Profile,LinkedIn Connections
838,27,Male,Data Scientist,6,Master's,No,Yes,No,0
839,30,Male,System Analyst,7,High School,No,No,No,0
840,27,Female,Data Scientist,10,Bachelor's,No,No,No,0
841,27,Female,Data Scientist,8,High School,Yes,No,No,0
842,28,Male,Software Engineer,7,Bachelor's,No,No,Yes,373
843,23,Male,Web Developer,2,Master's,No,No,No,0
844,31,Female,System Analyst,3,High School,No,Yes,Yes,859
845,27,Female,System Analyst,0,High School,No,No,Yes,6
846,23,Female,Database Administrator,5,PhD,No,Yes,No,0
847,28,Male,Web Developer,2,Bachelor's,No,Yes,No,0
848,24,Female,Data Scientist,9,Bachelor's,No,Yes,Yes,5
849,31,Male,Web Developer,5,PhD,Yes,No,No,0
850,22,Female,Software Engineer,7,High School,No,Yes,No,0
851,29,Male,Database Administrator,6,Master's,No,Yes,Yes,598
852,23,Male,System Analyst,1,Bachelor's,No,No,Yes,392
853,30,Female,Web Developer,5,Bachelor's,No,No,Yes,413
854,28,Male,Software Engineer,8,Bachelor's,No,No,No,0
855,32,Female,Software Engineer,10,PhD,No,Yes,Yes,334
856,29,Male,Software Engineer,8,Bachelor's,Yes,No,Yes,999
857,30,Male,Web Developer,1,High School,Yes,No,No,0
858,27,Female,Web Developer,10,PhD,No,No,No,0
859,24,Female,Database Administrator,3,Bachelor's,Yes,No,No,0
860,27,Female,Web Developer,8,PhD,No,Yes,No,0
861,23,Female,System Analyst,10,High School,Yes,Yes,Yes,595
862,26,Male,Web Developer,9,High School,No,Yes,No,0
863,28,Female,System Analyst,5,Master's,Yes,Yes,No,0
864,23,Female,Data Scientist,2,Bachelor's,No,Yes,No,0
865,31,Female,Software Engineer,3,Bachelor's,No,No,Yes,895
866,30,Male,Web Developer,8,Bachelor's,No,No,No,0
867,29,Female,System Analyst,8,PhD,No,Yes,Yes,652
868,28,Male,System Analyst,10,PhD,Yes,Yes,Yes,100
869,26,Male,Database Administrator,4,Master's,No,Yes,No,0
870,31,Female,Web Developer,2,Bachelor's,Yes,Yes,No,0
871,29,Male,Software Engineer,2,PhD,No,Yes,No,0
872,22,Female,Data Scientist,3,High School,No,No,No,0
873,27,Female,Web Developer,2,PhD,No,No,No,0
874,26,Female,System Analyst,8,Bachelor's,No,Yes,Yes,871
875,31,Male,Software Engineer,6,High School,Yes,No,Yes,948
876,26,Female,Web Developer,8,Master's,No,Yes,No,0
877,28,Male,Data Scientist,6,High School,No,Yes,No,0
878,27,Female,System Analyst,6,High School,Yes,No,Yes,585
879,28,Female,Web Developer,7,Master's,No,No,No,0
880,31,Male,Database Administrator,6,High School,Yes,No,No,0
881,22,Female,System Analyst,10,Bachelor's,No,No,No,0
882,28,Female,Database Administrator,10,Master's,Yes,Yes,No,0
883,25,Female,System Analyst,0,High School,No,No,No,0
884,28,Male,Web Developer,9,High School,Yes,Yes,No,0
885,30,Female,Database Administrator,8,Bachelor's,No,No,No,0
886,25,Male,Web Developer,0,PhD,No,Yes,No,0
887,22,Female,Data Scientist,2,Master's,Yes,Yes,No,0
888,27,Male,Software Engineer,0,PhD,Yes,Yes,Yes,783
889,29,Female,System Analyst,7,Master's,No,Yes,No,0
890,25,Female,Data Scientist,6,PhD,No,No,No,0
891,26,Male,Data Scientist,0,Bachelor's,Yes,No,No,0
892,29,Male,Web Developer,5,Bachelor's,Yes,No,No,0
893,31,Male,Data Scientist,4,PhD,No,No,Yes,390
894,32,Female,Database Administrator,8,PhD,Yes,Yes,No,0
895,30,Male,Web Developer,0,Master's,No,No,No,0
896,24,Male,Software Engineer,7,High School,Yes,No,Yes,750
897,27,Female,Data Scientist,10,Master's,No,No,Yes,520
898,28,Female,Software Engineer,0,Bachelor's,Yes,No,Yes,983
899,23,Male,System Analyst,10,High School,No,Yes,No,0
900,24,Male,Data Scientist,1,High School,No,Yes,No,0
901,30,Female,Web Developer,2,High School,Yes,No,Yes,757
902,22,Male,Database Administrator,3,PhD,No,No,No,0
903,26,Female,System Analyst,7,High School,No,No,No,0
904,29,Male,System Analyst,0,Master's,No,Yes,No,0
905,29,Female,Software Engineer,2,High School,No,No,Yes,936
906,22,Male,Database Administrator,5,Bachelor's,Yes,Yes,No,0
907,24,Female,Data Scientist,2,Bachelor's,Yes,No,Yes,687
908,23,Male,Software Engineer,10,PhD,No,No,No,0
909,22,Male,Web Developer,2,Bachelor's,No,Yes,Yes,167
910,30,Female,Software Engineer,4,PhD,No,No,No,0
911,25,Male,System Analyst,4,High School,No,Yes,No,0
912,31,Female,System Analyst,7,Master's,No,No,No,0
913,31,Male,Database Administrator,7,Master's,Yes,Yes,Yes,492
914,32,Female,Database Administrator,7,PhD,Yes,No,No,0
915,30,Male,Web Developer,0,Master's,No,Yes,No,0
916,29,Male,Database Administrator,2,Master's,No,No,No,0
917,25,Male,Software Engineer,8,Bachelor's,No,Yes,No,0
918,24,Female,System Analyst,4,High School,Yes,Yes,No,0
919,24,Male,System Analyst,8,High School,Yes,Yes,No,0
920,24,Female,System Analyst,3,High School,No,No,Yes,219
921,28,Male,Web Developer,3,PhD,No,Yes,No,0
922,31,Male,Web Developer,3,Master's,Yes,Yes,No,0
923,24,Female,Database Administrator,2,Master's,No,Yes,No,0
924,23,Female,Software Engineer,7,PhD,No,No,No,0
925,29,Female,Data Scientist,4,PhD,No,Yes,Yes,452
926,26,Male,Database Administrator,3,Master's,No,Yes,No,0
927,22,Male,Database Administrator,2,High School,No,No,No,0
928,28,Female,Web Developer,7,PhD,No,Yes,No,0
929,29,Female,Database Administrator,4,Bachelor's,No,No,No,0
930,25,Male,Data Scientist,3,Bachelor's,Yes,Yes,Yes,616
931,26,Female,Database Administrator,1,Bachelor's,No,Yes,No,0
932,26,Female,Software Engineer,2,PhD,Yes,No,No,0
933,26,Male,System Analyst,5,High School,No,Yes,Yes,552
934,23,Male,Data Scientist,6,PhD,No,Yes,No,0
935,24,Male,Data Scientist,7,Master's,Yes,Yes,No,0
936,28,Female,System Analyst,9,Bachelor's,Yes,Yes,Yes,45
937,32,Male,Web Developer,9,Master's,No,Yes,No,0
938,28,Male,Web Developer,9,High School,Yes,No,Yes,621
939,24,Female,System Analyst,4,Master's,No,No,No,0
940,29,Female,Data Scientist,2,PhD,Yes,No,Yes,854
941,30,Male,Database Administrator,2,Bachelor's,No,Yes,No,0
942,24,Female,System Analyst,5,Master's,No,Yes,No,0
943,23,Female,Data Scientist,8,Master's,No,Yes,No,0
944,26,Female,Web Developer,8,Bachelor's,No,Yes,No,0
945,28,Male,Database Administrator,6,Master's,Yes,Yes,No,0
946,31,Male,Web Developer,0,PhD,No,No,Yes,581
947,24,Female,Data Scientist,5,PhD,No,Yes,No,0
948,31,Female,Data Scientist,1,PhD,No,Yes,No,0
949,22,Female,System Analyst,8,Bachelor's,No,No,Yes,569
950,32,Female,Data Scientist,6,Master's,Yes,Yes,No,0
951,27,Male,Software Engineer,0,PhD,No,No,No,0
952,27,Female,Web Developer,2,High School,Yes,No,Yes,703
953,26,Male,Data Scientist,8,Master's,No,Yes,Yes,567
954,29,Female,Data Scientist,4,Bachelor's,No,Yes,No,0
955,27,Male,Web Developer,7,PhD,No,No,No,0
956,29,Male,System Analyst,4,PhD,Yes,Yes,No,0
957,31,Male,System Analyst,1,Master's,No,No,No,0
958,31,Male,Web Developer,7,Bachelor's,No,No,Yes,404
959,22,Male,Software Engineer,2,Master's,No,No,No,0
960,24,Male,Web Developer,5,Master's,No,Yes,No,0
961,25,Female,Software Engineer,6,Bachelor's,No,Yes,No,0
962,29,Male,Data Scientist,6,PhD,No,No,Yes,621
963,31,Male,Software Engineer,5,Master's,No,No,No,0
964,32,Male,Data Scientist,6,High School,No,Yes,No,0
965,31,Male,Data Scientist,3,Master's,No,No,No,0
966,29,Male,Web Developer,3,PhD,Yes,No,No,0
967,32,Female,Data Scientist,0,Bachelor's,Yes,No,No,0
968,22,Female,Web Developer,2,Master's,No,Yes,No,0
969,22,Male,Web Developer,6,High School,No,Yes,Yes,927
970,32,Male,Web Developer,7,High School,No,Yes,No,0
971,27,Female,Data Scientist,8,High School,No,No,No,0
972,26,Female,System Analyst,3,Bachelor's,No,No,Yes,492
973,29,Female,Database Administrator,0,Bachelor's,No,Yes,No,0
974,22,Female,System Analyst,1,Bachelor's,No,Yes,Yes,13
975,27,Male,System Analyst,8,Bachelor's,No,No,No,0
976,26,Male,Data Scientist,5,PhD,Yes,No,Yes,903
977,23,Female,Software Engineer,5,PhD,No,No,Yes,241
978,30,Male,Web Developer,8,Master's,No,Yes,No,0
979,31,Male,Data Scientist,8,Bachelor's,No,Yes,No,0
980,27,Female,Web Developer,6,Master's,Yes,No,Yes,38
981,31,Female,System Analyst,6,Master's,Yes,Yes,No,0
982,28,Male,System Analyst,10,PhD,No,Yes,Yes,4
983,26,Female,Database Administrator,5,PhD,No,No,Yes,431
984,22,Female,Data Scientist,2,High School,No,No,Yes,361
985,32,Female,Software Engineer,4,Master's,Yes,Yes,No,0
986,27,Male,Web Developer,0,PhD,No,Yes,Yes,551
987,31,Male,Software Engineer,7,Bachelor's,No,Yes,No,0
988,25,Female,Data Scientist,1,Bachelor's,Yes,Yes,No,0
989,30,Female,Software Engineer,7,Bachelor's,Yes,No,No,0
990,27,Male,Software Engineer,9,High School,No,Yes,No,0
991,27,Male,Database Administrator,5,Master's,No,No,No,0
992,26,Female,System Analyst,5,Master's,Yes,Yes,No,0
993,31,Female,Software Engineer,8,Bachelor's,No,Yes,No,0
994,25,Female,Software Engineer,9,Bachelor's,No,No,No,0
995,30,Female,Data Scientist,0,Bachelor's,No,Yes,No,0
996,31,Female,Data Scientist,9,Master's,Yes,No,Yes,857
997,31,Male,Software Engineer,7,PhD,No,Yes,No,0
998,22,Female,System Analyst,7,Bachelor's,No,No,Yes,577
999,24,Female,System Analyst,3,Bachelor's,Yes,No,No,0
1000,29,Male,Data Scientist,5,PhD,No,No,No,0
1001,29,Female,System Analyst,9,High School,Yes,Yes,Yes,863
1002,29,Female,System Analyst,5,PhD,No,No,No,0
1003,28,Male,Database Administrator,5,PhD,No,Yes,No,0
1004,24,Male,Web Developer,7,Master's,No,Yes,Yes,4
1005,28,Female,Software Engineer,8,Master's,No,Yes,No,0
1006,32,Male,Web Developer,6,Master's,No,No,No,0
1007,22,Female,Web Developer,2,Master's,Yes,No,Yes,238
1008,31,Female,System Analyst,7,PhD,Yes,Yes,No,0
1009,27,Male,Software Engineer,4,Master's,Yes,Yes,No,0
1010,25,Female,System Analyst,2,PhD,Yes,Yes,Yes,810
1011,26,Male,Web Developer,9,PhD,No,Yes,No,0
1012,24,Male,Data Scientist,1,Master's,No,Yes,No,0
1013,22,Female,Database Administrator,2,PhD,Yes,Yes,No,0
1014,27,Male,Web Developer,2,High School,Yes,Yes,Yes,517
1015,32,Male,Web Developer,7,Master's,Yes,No,No,0
1016,31,Male,Database Administrator,1,Master's,No,Yes,No,0
1017,23,Female,Data Scientist,10,PhD,No,Yes,No,0
1018,29,Female,Database Administrator,4,Master's,Yes,Yes,No,0
1019,24,Female,Web Developer,2,Bachelor's,No,Yes,No,0
1020,24,Male,Web Developer,1,PhD,No,Yes,No,0
1021,27,Male,Data Scientist,3,Bachelor's,No,Yes,Yes,68
1022,29,Female,Software Engineer,1,PhD,No,Yes,No,0
1023,26,Male,Database Administrator,10,Master's,No,No,No,0
1024,24,Male,System Analyst,7,PhD,No,No,No,0
1025,23,Male,Database Administrator,7,Master's,No,No,No,0
1026,31,Male,Data Scientist,2,High School,No,No,No,0
1027,24,Male,Database Administrator,10,Bachelor's,No,Yes,Yes,143
1028,24,Female,Data Scientist,8,Master's,No,No,No,0
1029,23,Male,System Analyst,10,Bachelor's,Yes,Yes,Yes,191
1030,30,Female,Web Developer,10,PhD,No,Yes,Yes,950
1031,31,Female,Data Scientist,8,Bachelor's,No,Yes,Yes,349
1032,26,Male,Data Scientist,5,Bachelor's,No,No,No,0
1033,31,Male,Web Developer,7,Master's,Yes,Yes,Yes,744
1034,31,Male,Software Engineer,0,PhD,No,Yes,No,0
1035,27,Male,System Analyst,5,Bachelor's,Yes,No,No,0
1036,22,Male,Database Administrator,10,Master's,No,Yes,No,0
1037,22,Male,Software Engineer,10,Master's,No,No,No,0
1038,25,Female,Data Scientist,2,Bachelor's,No,No,Yes,552
1039,31,Male,Database Administrator,3,Master's,No,No,No,0
1040,28,Male,System Analyst,4,Master's,Yes,No,No,0
1041,25,Female,Software Engineer,5,High School,No,No,No,0
1042,26,Male,Web Developer,7,High School,No,Yes,No,0
1043,27,Male,System Analyst,5,PhD,No,Yes,Yes,295
1044,30,Male,Data Scientist,8,Master's,No,Yes,No,0
1045,30,Male,Software Engineer,2,PhD,No,Yes,Yes,786
1046,23,Female,Software Engineer,4,Master's,No,No,No,0
1047,32,Female,Web Developer,3,High School,No,Yes,Yes,333
1048,25,Male,Web Developer,6,Bachelor's,No,No,Yes,341
1049,31,Female,Software Engineer,6,Master's,No,No,Yes,405
1050,28,Male,Database Administrator,8,Bachelor's,No,No,No,0
1051,29,Female,System Analyst,0,Master's,Yes,No,No,0
1052,32,Male,System Analyst,2,High School,Yes,No,Yes,674
1053,25,Female,Software Engineer,8,Master's,No,No,Yes,178
1054,32,Male,Software Engineer,4,High School,No,No,No,0
1055,22,Female,System Analyst,2,Master's,No,No,Yes,54
1056,32,Male,Software Engineer,6,Master's,No,No,No,0
1057,24,Male,Database Administrator,0,Master's,No,Yes,No,0
1058,31,Female,Web Developer,1,PhD,No,Yes,No,0
1059,29,Female,Software Engineer,8,High School,Yes,No,Yes,667
1060,28,Female,Web Developer,1,Master's,No,Yes,No,0
1061,29,Female,System Analyst,4,Master's,No,No,No,0
1062,32,Male,Software Engineer,4,PhD,No,Yes,No,0
1063,24,Female,Database Administrator,1,Master's,Yes,Yes,Yes,921
1064,32,Female,System Analyst,1,Bachelor's,No,Yes,No,0
1065,27,Male,Web Developer,3,PhD,No,Yes,No,0
1066,28,Female,Software Engineer,10,Bachelor's,No,No,No,0
1067,30,Male,Web Developer,1,PhD,Yes,No,Yes,567
1068,23,Male,Web Developer,1,Bachelor's,No,No,No,0
1069,31,Male,Web Developer,3,Master's,No,No,No,0
1070,24,Male,Software Engineer,6,High School,No,Yes,No,0
1071,29,Male,System Analyst,5,Bachelor's,No,Yes,No,0
1072,25,Female,Web Developer,0,Bachelor's,No,Yes,No,0
1073,26,Female,Data Scientist,6,High School,No,No,No,0
1074,25,Female,System Analyst,2,PhD,No,Yes,No,0
1075,22,Male,Software Engineer,5,PhD,No,Yes,No,0
1076,26,Male,System Analyst,1,High School,No,No,No,0
1077,22,Male,Software Engineer,1,Bachelor's,No,No,No,0
1078,29,Female,System Analyst,6,High School,Yes,No,No,0
1079,22,Male,System Analyst,2,Master's,No,Yes,Yes,390
1080,26,Male,Software Engineer,3,Bachelor's,No,No,No,0
1081,22,Female,Web Developer,8,High School,No,No,Yes,780
1082,30,Male,Data Scientist,10,High School,Yes,Yes,No,0
1083,25,Male,Data Scientist,0,High School,No,No,Yes,218
1084,22,Female,Database Administrator,5,High School,No,No,Yes,838
1085,26,Male,System Analyst,9,High School,No,No,No,0
1086,30,Female,Database Administrator,9,PhD,Yes,Yes,Yes,211
1087,24,Male,Database Administrator,7,High School,No,No,No,0
1088,25,Female,Web Developer,3,PhD,Yes,No,No,0
1089,32,Male,Software Engineer,5,Master's,No,Yes,No,0
1090,25,Female,System Analyst,9,Bachelor's,No,Yes,No,0
1091,25,Male,Software Engineer,7,Master's,Yes,No,Yes,662
1092,32,Female,Data Scientist,3,Master's,No,No,Yes,239
1093,31,Male,Database Administrator,2,Bachelor's,No,Yes,No,0
1094,24,Male,Database Administrator,1,Bachelor's,No,Yes,No,0
1095,24,Male,Software Engineer,0,Bachelor's,No,Yes,No,0
1096,31,Female,System Analyst,3,Master's,No,Yes,No,0
1097,30,Female,Software Engineer,1,PhD,No,No,No,0
1098,25,Male,Database Administrator,4,High School,Yes,Yes,Yes,493
1099,24,Male,Web Developer,10,High School,No,No,No,0
1100,31,Male,Web Developer,5,High School,No,Yes,Yes,2
1101,24,Male,System Analyst,6,PhD,No,No,Yes,987
1102,32,Female,System Analyst,10,PhD,No,No,No,0
1103,25,Male,System Analyst,4,PhD,Yes,No,No,0
1104,32,Male,Database Administrator,0,PhD,No,Yes,No,0
1105,32,Male,Database Administrator,4,PhD,No,No,No,0
1106,23,Female,Database Administrator,1,High School,No,Yes,No,0
1107,22,Male,System Analyst,10,PhD,No,No,No,0
1108,26,Female,Web Developer,6,High School,No,No,No,0
1109,31,Male,Software Engineer,9,Bachelor's,No,Yes,No,0
1110,27,Female,Data Scientist,2,PhD,No,No,No,0
1111,27,Female,System Analyst,9,PhD,No,No,Yes,560
1112,26,Female,Software Engineer,3,Bachelor's,No,Yes,No,0
1113,26,Male,Database Administrator,5,High School,No,No,No,0
1114,23,Male,Database Administrator,9,Master's,No,Yes,No,0
1115,29,Male,Software Engineer,4,Master's,No,No,No,0
1116,30,Male,Software Engineer,2,Bachelor's,No,Yes,Yes,98
1117,30,Male,Web Developer,9,PhD,No,No,No,0
1118,28,Male,Data Scientist,10,PhD,Yes,Yes,No,0
1119,32,Male,System Analyst,0,High School,No,Yes,No,0
1120,29,Male,Data Scientist,9,Master's,No,No,No,0
1121,25,Female,Software Engineer,6,PhD,Yes,No,No,0
1122,25,Male,Web Developer,0,PhD,No,Yes,No,0
1123,23,Female,Database Administrator,2,PhD,No,Yes,No,0
1124,30,Male,Database Administrator,5,Bachelor's,No,Yes,No,0
1125,31,Male,Software Engineer,6,High School,No,Yes,Yes,453
1126,24,Female,Web Developer,0,Master's,Yes,Yes,Yes,240
1127,23,Male,Software Engineer,6,Bachelor's,Yes,No,Yes,994
1128,30,Female,Data Scientist,6,High School,Yes,Yes,Yes,901
1129,26,Female,Database Administrator,1,PhD,Yes,No,No,0
1130,31,Male,Web Developer,2,Master's,No,Yes,Yes,510
1131,29,Male,Web Developer,4,PhD,Yes,Yes,No,0
1132,29,Male,Database Administrator,9,PhD,No,Yes,Yes,151
1133,32,Female,System Analyst,10,PhD,Yes,Yes,No,0
1134,24,Female,System Analyst,1,Master's,No,No,No,0
1135,25,Male,Web Developer,4,PhD,No,Yes,Yes,735
1136,29,Female,System Analyst,5,Bachelor's,Yes,Yes,Yes,59
1137,23,Male,Database Administrator,6,Bachelor's,No,No,No,0
1138,24,Male,System Analyst,10,Bachelor's,No,Yes,No,0
1139,27,Female,Web Developer,5,Bachelor's,No,No,No,0
1140,23,Male,Database Administrator,3,PhD,Yes,Yes,No,0
1141,22,Male,Web Developer,2,Bachelor's,Yes,No,No,0
1142,31,Female,Data Scientist,3,Master's,No,Yes,No,0
1143,24,Female,Software Engineer,10,PhD,Yes,Yes,No,0
1144,24,Female,Software Engineer,7,PhD,No,Yes,Yes,802
1145,27,Female,Web Developer,3,Bachelor's,No,No,Yes,337
1146,29,Female,Data Scientist,5,Master's,No,Yes,No,0
1147,28,Male,Web Developer,7,High School,No,Yes,No,0
1148,29,Female,Software Engineer,8,Bachelor's,Yes,No,No,0
1149,25,Male,Web Developer,3,PhD,No,No,No,0
1150,24,Female,Data Scientist,2,PhD,No,Yes,No,0
1151,29,Male,Database Administrator,7,High School,No,Yes,Yes,502
1152,31,Female,Web Developer,7,Master's,No,Yes,Yes,46
1153,22,Male,Database Administrator,8,Master's,Yes,No,No,0
1154,32,Male,Web Developer,0,Bachelor's,Yes,Yes,No,0
1155,30,Male,Database Administrator,4,High School,Yes,Yes,Yes,731
1156,28,Male,Data Scientist,3,High School,Yes,Yes,No,0
1157,29,Male,System Analyst,1,Master's,No,Yes,Yes,71
1158,27,Male,Web Developer,9,Bachelor's,No,Yes,Yes,650
1159,31,Male,Database Administrator,8,PhD,No,Yes,No,0
1160,28,Male,Software Engineer,8,PhD,No,No,Yes,247
1161,27,Female,Software Engineer,8,High School,Yes,Yes,No,0
1162,24,Female,Database Administrator,4,Bachelor's,No,Yes,No,0
1163,32,Female,System Analyst,0,High School,No,No,No,0
1164,28,Male,Data Scientist,8,PhD,No,No,Yes,211
1165,32,Female,System Analyst,3,Master's,No,Yes,Yes,664
1166,27,Female,System Analyst,3,PhD,No,Yes,Yes,258
1167,22,Male,System Analyst,3,Bachelor's,No,No,No,0
1168,30,Male,Data Scientist,4,High School,Yes,No,No,0
1169,31,Female,System Analyst,10,Master's,No,No,Yes,865
1170,27,Male,Data Scientist,7,Bachelor's,No,No,No,0
1171,29,Female,Data Scientist,10,Master's,Yes,Yes,Yes,665
1172,24,Male,Web Developer,6,High School,Yes,No,No,0
1173,27,Female,Software Engineer,5,Bachelor's,Yes,No,No,0
1174,27,Male,Data Scientist,8,High School,Yes,No,Yes,352
1175,30,Male,Database Administrator,5,PhD,No,Yes,No,0
1176,29,Female,Data Scientist,0,Bachelor's,Yes,Yes,No,0
1177,24,Female,Web Developer,4,Bachelor's,No,No,Yes,577
1178,30,Female,Database Administrator,2,PhD,No,No,No,0
1179,31,Male,Web Developer,10,High School,No,Yes,No,0
1180,22,Male,Data Scientist,4,Bachelor's,Yes,No,No,0
1181,32,Male,System Analyst,10,High School,No,Yes,Yes,632
1182,32,Male,Software Engineer,3,Bachelor's,No,Yes,Yes,264
1183,27,Male,Web Developer,2,Bachelor's,No,No,Yes,762
1184,23,Male,Software Engineer,3,High School,No,No,No,0
1185,24,Male,Software Engineer,0,Bachelor's,No,Yes,Yes,369
1186,26,Male,Data Scientist,0,Master's,No,No,No,0
1187,30,Female,Software Engineer,4,Master's,No,No,No,0
1188,25,Female,Software Engineer,2,High School,Yes,No,No,0
1189,32,Female,System Analyst,5,Bachelor's,Yes,Yes,No,0
1190,24,Male,Software Engineer,6,High School,No,No,No,0
1191,23,Male,System Analyst,5,Master's,Yes,Yes,No,0
1192,30,Male,Data Scientist,4,High School,No,Yes,Yes,471
1193,23,Female,Web Developer,4,Bachelor's,No,Yes,No,0
1194,27,Female,System Analyst,7,Master's,No,Yes,No,0
1195,25,Male,Data Scientist,8,Master's,No,No,Yes,426
1196,26,Male,Data Scientist,7,Bachelor's,Yes,No,No,0
1197,23,Male,System Analyst,2,PhD,No,Yes,Yes,993
1198,25,Female,Software Engineer,7,Bachelor's,No,No,No,0
1199,32,Male,Software Engineer,6,Master's,No,No,Yes,106
1200,29,Female,Database Administrator,2,High School,No,Yes,No,0
1201,22,Male,Software Engineer,2,High School,No,Yes,Yes,602
1202,31,Male,Data Scientist,7,Master's,No,No,No,0
1203,24,Male,Database Administrator,0,Master's,Yes,Yes,Yes,743
1204,25,Male,Database Administrator,6,High School,No,No,Yes,498
1205,31,Male,Web Developer,1,High School,No,Yes,No,0
1206,24,Female,Database Administrator,5,Bachelor's,Yes,No,No,0
1207,22,Female,Web Developer,10,Master's,No,No,No,0
1208,32,Male,Data Scientist,0,High School,Yes,No,No,0
1209,24,Female,Web Developer,1,PhD,No,No,Yes,125
1210,27,Male,Data Scientist,3,Master's,No,No,Yes,569
1211,24,Male,Data Scientist,3,PhD,No,No,No,0
1212,29,Male,System Analyst,5,PhD,No,No,No,0
1213,24,Female,Software Engineer,7,Bachelor's,No,Yes,No,0
1214,29,Male,System Analyst,3,Bachelor's,No,Yes,Yes,973
1215,30,Male,Database Administrator,2,High School,No,Yes,No,0
1216,29,Female,Software Engineer,4,Master's,Yes,Yes,No,0
1217,22,Male,Database Administrator,2,PhD,No,No,Yes,455
1218,30,Female,Data Scientist,3,Bachelor's,Yes,No,Yes,949
1219,29,Female,Web Developer,4,Bachelor's,No,No,No,0
1220,31,Female,System Analyst,2,High School,No,Yes,No,0
1221,26,Male,Database Administrator,0,High School,No,Yes,Yes,871
1222,31,Female,Database Administrator,4,PhD,No,No,Yes,88
1223,26,Male,Database Administrator,5,High School,No,Yes,No,0
1224,26,Male,System Analyst,3,PhD,Yes,Yes,No,0
1225,26,Male,Software Engineer,1,Master's,No,Yes,No,0
1226,28,Male,Data Scientist,7,Bachelor's,No,Yes,Yes,151
1227,27,Female,Data Scientist,1,High School,No,Yes,No,0
1228,31,Female,System Analyst,10,PhD,No,Yes,Yes,950
1229,24,Female,Web Developer,6,PhD,No,Yes,No,0
1230,24,Male,Software Engineer,8,Master's,No,Yes,Yes,235
1231,25,Male,Software Engineer,3,High School,No,No,Yes,766
1232,31,Female,Database Administrator,3,Bachelor's,No,No,No,0
1233,27,Male,Data Scientist,0,PhD,Yes,No,No,0
1234,30,Female,Data Scientist,3,Master's,Yes,Yes,No,0
1235,32,Female,System Analyst,4,Bachelor's,No,No,Yes,824
1236,27,Male,Database Administrator,6,PhD,No,No,No,0
1237,28,Male,Software Engineer,9,High School,No,No,Yes,264
1238,24,Male,Web Developer,4,Master's,No,No,No,0
1239,32,Male,System Analyst,7,Bachelor's,No,No,No,0
1240,29,Male,Database Administrator,0,PhD,Yes,Yes,No,0
1241,28,Male,Software Engineer,7,Master's,Yes,No,No,0
1242,23,Male,Web Developer,4,High School,Yes,Yes,No,0
1243,29,Male,Web Developer,7,PhD,No,Yes,Yes,786
1244,22,Male,Web Developer,0,Master's,Yes,Yes,No,0
1245,29,Female,Database Administrator,10,Bachelor's,No,No,Yes,213
1246,29,Male,Database Administrator,3,Bachelor's,No,Yes,No,0
1247,22,Male,Web Developer,4,Bachelor's,No,Yes,No,0
1248,27,Female,System Analyst,7,High School,No,No,No,0
1249,30,Male,Software Engineer,9,High School,Yes,Yes,No,0
1250,29,Female,Data Scientist,5,Master's,No,No,No,0
1251,26,Male,System Analyst,10,PhD,No,Yes,No,0
1252,26,Female,Database Administrator,3,High School,No,No,No,0
1253,27,Female,Web Developer,7,Master's,No,No,Yes,827
1254,28,Female,Software Engineer,8,Master's,No,No,No,0
1255,23,Male,System Analyst,10,High School,No,No,Yes,487
1256,30,Male,Data Scientist,3,High School,Yes,Yes,No,0
1257,26,Male,Software Engineer,4,High School,Yes,No,No,0
1258,30,Female,Software Engineer,3,Master's,No,No,Yes,951
1259,29,Female,System Analyst,6,Master's,No,Yes,Yes,82
1260,28,Male,Database Administrator,10,PhD,No,No,Yes,659
1261,27,Male,Software Engineer,6,Bachelor's,Yes,Yes,No,0
1262,23,Female,System Analyst,3,Master's,Yes,Yes,No,0
1263,29,Male,System Analyst,0,Master's,No,Yes,No,0
1264,28,Female,Database Administrator,0,High School,No,No,No,0
1265,30,Female,System Analyst,6,High School,Yes,Yes,No,0
1266,30,Female,Data Scientist,2,Bachelor's,No,No,Yes,373
1267,26,Male,Data Scientist,10,Bachelor's,Yes,No,No,0
1268,32,Male,Software Engineer,6,Master's,No,Yes,No,0
1269,26,Female,Data Scientist,6,PhD,No,Yes,No,0
1270,32,Female,Data Scientist,10,PhD,Yes,Yes,No,0
1271,26,Male,Database Administrator,6,High School,No,Yes,No,0
1272,22,Female,Web Developer,2,PhD,No,Yes,No,0
1273,28,Male,Web Developer,8,Bachelor's,No,Yes,Yes,29
1274,29,Female,Database Administrator,1,PhD,Yes,No,No,0
1275,31,Male,Database Administrator,6,Bachelor's,Yes,No,No,0
1276,27,Male,Database Administrator,9,High School,No,No,No,0
1277,32,Female,Software Engineer,6,High School,Yes,Yes,No,0
1278,26,Male,Data Scientist,3,Bachelor's,No,No,No,0
1279,26,Female,System Analyst,0,Bachelor's,Yes,No,Yes,728
1280,32,Male,Software Engineer,3,High School,No,No,Yes,512
1281,25,Female,Data Scientist,0,Bachelor's,No,Yes,No,0
1282,30,Female,Software Engineer,3,Bachelor's,No,Yes,No,0
1283,30,Male,Database Administrator,3,Bachelor's,No,No,No,0
1284,30,Male,Data Scientist,10,Bachelor's,No,Yes,No,0
1285,30,Female,System Analyst,9,High School,No,No,Yes,659
